,Building,Floor,time,Associated Client Count,Authenticated Client Count
8308, George Fox , c floor,2018-11-01 02:38:26,41,40
8251, George Fox , d floor,2018-11-01 02:38:26,49,49
8396, Graduate College , A Floor,2018-11-01 02:38:26,96,95
8341, Graduate College , b floor,2018-11-01 02:38:26,160,158
8315, Graduate College , c floor,2018-11-01 02:38:26,153,151
8305, Graduate College , d floor,2018-11-01 02:38:26,71,71
8293, Great Hall , A Floor,2018-11-01 02:38:26,3,3
8264, Great Hall , B Floor,2018-11-01 02:38:26,3,3
8273, Grizedale , A,2018-11-01 02:38:26,2,1
8388, Grizedale , B,2018-11-01 02:38:26,2,2
8345, Hazelrigg , Site,2018-11-01 02:38:26,0,0
8302, Hse 75 77 , A Floor,2018-11-01 02:38:26,31,30
8342, Hse 75 77 , B floor,2018-11-01 02:38:26,39,39
8190, Hse 75 77 , C Floor,2018-11-01 02:38:26,51,50
8316, Hse 75 77 , D Floor,2018-11-01 02:38:26,73,73
8300, Hse 75 77 , E Floor,2018-11-01 02:38:26,61,61
8199, Human Resources , A floor,2018-11-01 02:38:26,0,0
8344, Human Resources , B floor,2018-11-01 02:38:26,2,2
8370, ISS Building , A-floor,2018-11-01 02:38:26,3,3
8349, ISS Building , B-floor,2018-11-01 02:38:26,15,14
8206, ISS Building , C-floor,2018-11-01 02:38:26,4,4
8401, Infolab , A Floor,2018-11-01 02:38:26,1,1
8287, Infolab , B Floor,2018-11-01 02:38:26,9,8
8228, Infolab , C Floor,2018-11-01 02:38:26,6,6
8234, Infolab , D Floor,2018-11-01 02:38:26,5,5
8290, Institute for Advanced Studies , A Floor,2018-11-01 02:38:26,0,0
8156, John Creed , a floor,2018-11-01 02:38:26,37,37
8221, John Creed , b floor,2018-11-01 02:38:26,25,25
8243, John Creed , c floor,2018-11-01 02:38:26,23,23
8405, John Creed , d floor,2018-11-01 02:38:26,26,26
8375, LEC , A Floor,2018-11-01 02:38:26,9,8
8201, LEC , B Floor,2018-11-01 02:38:26,11,11
8175, LEC , C Floor,2018-11-01 02:38:26,4,4
8323, LEC , Lower Ground LG,2018-11-01 02:38:26,1,1
8390, LICA , LICA A floor,2018-11-01 02:38:26,0,0
8408, LICA , b floor,2018-11-01 02:38:26,4,4
8197, LICA , c floor,2018-11-01 02:38:26,0,0
8263, Library , A floor,2018-11-01 02:38:26,5,5
8224, Library , B floor,2018-11-01 02:38:26,5,5
8200, Library , C floor,2018-11-01 02:38:26,2,2
8384, Library , LG floor,2018-11-01 02:38:26,0,0
8307, Lonsdale College (SW) , A Floor,2018-11-01 02:38:26,3,3
8274, Lonsdale College (SW) , B Floor,2018-11-01 02:38:26,0,0
8376, MDC , A Floor,2018-11-01 02:38:26,2,1
8325, Management School , A Floor,2018-11-01 02:38:26,9,9
8364, Management School , B Floor,2018-11-01 02:38:26,0,0
8382, Management School , C Floor,2018-11-01 02:38:26,2,1
8163, Management School , Floor D,2018-11-01 02:38:26,1,1
8279, Pendle , A Floor,2018-11-01 02:38:26,63,63
8208, Pendle , B floor,2018-11-01 02:38:26,93,93
8292, Pendle , C floor,2018-11-01 02:38:26,102,99
8306, Pendle , D floor,2018-11-01 02:38:26,93,90
8331, Physics , A floor,2018-11-01 02:38:26,7,7
8361, Physics , B floor,2018-11-01 02:38:26,5,5
8339, Physics , C Floor,2018-11-01 02:38:26,6,6
8385, Physics , D Floor,2018-11-01 02:38:26,1,1
8353, Postgrad Stats (PSC) , A Floor,2018-11-01 02:38:26,0,0
8248, Postgrad Stats (PSC) , B Floor,2018-11-01 02:38:26,4,4
8335, Preschool , A floor,2018-11-01 02:38:26,34,34
8356, Reception , A floor,2018-11-01 02:38:26,2,2
8257, Reception , B floor,2018-11-01 02:38:26,0,0
8269, Ruskin Library , A Floor,2018-11-01 02:38:26,0,0
8319, Ruskin Library , B floor,2018-11-01 02:38:26,0,0
8391, Ruskin Library , LG Floor,2018-11-01 02:38:26,0,0
8165, SW hse 12-16 , A floor,2018-11-01 02:38:26,49,47
8180, SW hse 12-16 , B floor,2018-11-01 02:38:26,84,84
8159, SW hse 12-16 , C floor,2018-11-01 02:38:26,80,80
8321, SW hse 17-19 , A floor,2018-11-01 02:38:26,36,36
8213, SW hse 17-19 , B floor,2018-11-01 02:38:26,81,81
8309, SW hse 17-19 , C floor,2018-11-01 02:38:26,47,46
8203, SW hse 20 , A floor,2018-11-01 02:38:26,10,10
8232, SW hse 20 , B floor,2018-11-01 02:38:26,17,17
8346, SW hse 20 , C floor,2018-11-01 02:38:26,25,24
8277, SW hse 21-23 , A floor,2018-11-01 02:38:26,44,43
8231, SW hse 21-23 , B floor,2018-11-01 02:38:26,29,28
8193, SW hse 21-23 , C,2018-11-01 02:38:26,24,24
8268, SW hse 21-23 , C,2018-11-01 02:38:26,24,24
8400, SW hse 24-26 , A,2018-11-01 02:38:26,26,25
8196, SW hse 24-26 , B floor,2018-11-01 02:38:26,43,43
8366, SW hse 24-26 , C floor,2018-11-01 02:38:26,46,46
8393, SW hse 24-26 , D Floor,2018-11-01 02:38:26,27,26
8278, SW hse 27-28 , A floor,2018-11-01 02:38:26,23,23
8380, SW hse 27-28 , B floor,2018-11-01 02:38:26,42,42
8407, SW hse 27-28 , C floor,2018-11-01 02:38:26,46,46
8189, SW hse 27-28 , D Floor,2018-11-01 02:38:26,44,43
8326, SW hse 29 , A floor,2018-11-01 02:38:26,19,19
8249, SW hse 29 , B floor,2018-11-01 02:38:26,23,23
8411, SW hse 29 , C floor,2018-11-01 02:38:26,23,23
8413, SW hse 29 , D Floor,2018-11-01 02:38:26,28,28
8267, SW hse 30-31 , A floor,2018-11-01 02:38:26,24,24
8406, SW hse 30-31 , B floor,2018-11-01 02:38:26,44,44
8160, SW hse 30-31 , C floor,2018-11-01 02:38:26,56,56
8368, SW hse 30-31 , D floor,2018-11-01 02:38:26,55,54
8371, SW hse 32-33 , A Floor,2018-11-01 02:38:26,21,21
8181, SW hse 32-33 , B Floor,2018-11-01 02:38:26,41,41
8291, SW hse 32-33 , C Floor,2018-11-01 02:38:26,44,44
8379, SW hse 32-33 , D Floor,2018-11-01 02:38:26,7,7
8179, SW hse 34 , A Floor,2018-11-01 02:38:26,12,12
8301, SW hse 34 , B Floor,2018-11-01 02:38:26,17,17
8167, SW hse 35 , A Floor,2018-11-01 02:38:26,14,14
8260, SW hse 35 , B Floor,2018-11-01 02:38:26,11,11
8329, SW hse 35 , C Floor,2018-11-01 02:38:26,20,20
8359, SW hse 36 , A Floor,2018-11-01 02:38:26,9,8
8271, SW hse 36 , B Floor,2018-11-01 02:38:26,19,19
8281, SW hse 36 , C Floor,2018-11-01 02:38:26,20,20
8177, SW hse 36 , D Floor,2018-11-01 02:38:26,17,17
8377, SW hse 37-38 , A Floor,2018-11-01 02:38:26,15,15
8182, SW hse 37-38 , B Floor,2018-11-01 02:38:26,33,33
8215, SW hse 37-38 , C Floor,2018-11-01 02:38:26,37,37
8198, SW hse 37-38 , D Floor,2018-11-01 02:38:26,31,31
8404, SW hse 39 , A Floor,2018-11-01 02:38:26,15,15
8286, SW hse 39 , B Floor,2018-11-01 02:38:26,11,11
8244, SW hse 39 , C Floor,2018-11-01 02:38:26,25,25
8178, SW hse 39 , D Floor,2018-11-01 02:38:26,16,16
8259, SW hse 40-42 , A Floor,2018-11-01 02:38:26,26,25
8357, SW hse 40-42 , B Floor,2018-11-01 02:38:26,46,46
8363, SW hse 40-42 , C Floor,2018-11-01 02:38:26,68,67
8168, SW hse 40-42 , D Floor,2018-11-01 02:38:26,30,29
8394, SW hse 43-45 , A Floor,2018-11-01 02:38:26,24,24
8386, SW hse 43-45 , B Floor,2018-11-01 02:38:26,41,40
8185, SW hse 43-45 , C Floor,2018-11-01 02:38:26,59,59
8202, SW hse 43-45 , D Floor,2018-11-01 02:38:26,28,28
8295, SW hse 46-49 , A floor,2018-11-01 02:38:26,47,47
8348, SW hse 46-49 , B floor,2018-11-01 02:38:26,72,71
8313, SW hse 46-49 , C floor,2018-11-01 02:38:26,83,82
8312, SW hse 46-49 , D floor,2018-11-01 02:38:26,57,56
8336, SW hse 50-52 , A Floor,2018-11-01 02:38:26,48,48
8378, SW hse 50-52 , B Floor,2018-11-01 02:38:26,50,49
8233, SW hse 50-52 , C Floor,2018-11-01 02:38:26,78,77
8409, SW hse 50-52 , D Floor,2018-11-01 02:38:26,32,31
8328, SW hse 53-54 , A Floor,2018-11-01 02:38:26,21,20
8402, SW hse 53-54 , B Floor,2018-11-01 02:38:26,21,21
8254, SW hse 53-54 , C Floor,2018-11-01 02:38:26,37,37
8235, SW hse 53-54 , D Floor,2018-11-01 02:38:26,29,29
8350, SW hse 55-56 , A Floor,2018-11-01 02:38:26,23,22
8174, SW hse 55-56 , B Floor,2018-11-01 02:38:26,34,34
8398, SW hse 55-56 , C Floor,2018-11-01 02:38:26,40,40
8164, SW hse-158-179 , B floor,2018-11-01 02:38:26,87,86
8184, Science and technology , A Floor,2018-11-01 02:38:26,15,13
8250, Science and technology , B Floor,2018-11-01 02:38:26,3,3
8258, Science and technology , C Floor,2018-11-01 02:38:26,8,8
8397, Slaidburn House (LUSU) , B Floor,2018-11-01 02:38:26,19,17
8395, Slaidburn House (LUSU) , C floor,2018-11-01 02:38:26,12,12
8272, Slaidburn House (LUSU) , D floor,2018-11-01 02:38:26,8,7
8253, Slaidburn House (LUSU) , E floor,2018-11-01 02:38:26,8,8
8207, Slaidburn House (LUSU) , LG Floor,2018-11-01 02:38:26,20,20
8285, Sports Centre , A floor,2018-11-01 02:38:26,1,1
8333, Sports Centre , B floor,2018-11-01 02:38:26,0,0
8288, University House , A Floor,2018-11-01 02:38:26,1,1
8338, University House , B Floor,2018-11-01 02:38:26,0,0
8210, University House , C Floor,2018-11-01 02:38:26,2,2
8347, University House , D Floor,2018-11-01 02:38:26,1,1
8372, Whewell , A Floor,2018-11-01 02:38:26,0,0
8383, Whewell , B Floor,2018-11-01 02:38:26,2,2
8216, grize-res , A Floor,2018-11-01 02:38:26,59,59
8387, grize-res , B Floor,2018-11-01 02:38:26,104,103
8222, grize-res , C Floor,2018-11-01 02:38:26,109,109
8212, grize-res , D Floor,2018-11-01 02:38:26,125,124
8461, Alex Square , Alex Square,2018-11-01 02:43:27,7,5
8674, Alex Square , Costa,2018-11-01 02:43:27,45,36
8529, Bailrigg House , A floor,2018-11-01 02:43:27,0,0
8464, Bailrigg House , B floor,2018-11-01 02:43:27,0,0
8599, Bailrigg House , c floor,2018-11-01 02:43:27,0,0
8537, Barker House Farm , A Floor,2018-11-01 02:43:27,3,3
8612, Bowland Annexe , A Floor,2018-11-01 02:43:27,0,0
8517, Bowland Annexe , B Floor,2018-11-01 02:43:27,6,6
8427, Bowland Annexe , c floor,2018-11-01 02:43:27,30,30
8446, Bowland Annexe , d floor,2018-11-01 02:43:27,36,35
8434, Bowland Ash , A floor,2018-11-01 02:43:27,1,1
8624, Bowland Ash , B floor,2018-11-01 02:43:27,25,24
8505, Bowland Ash , c floor,2018-11-01 02:43:27,34,33
8531, Bowland Ash , d floor,2018-11-01 02:43:27,22,22
8494, Bowland Main , A Floor,2018-11-01 02:43:27,6,6
8475, Bowland Main , B Floor,2018-11-01 02:43:27,20,19
8454, Bowland Main , C Floor,2018-11-01 02:43:27,75,75
8449, Bowland Main , D Floor,2018-11-01 02:43:27,21,21
8570, Bowland North , A Floor,2018-11-01 02:43:27,0,0
8455, Bowland North , B Floor,2018-11-01 02:43:27,0,0
8535, Bowland North , C Floor,2018-11-01 02:43:27,4,4
8606, Bowland North , d floor,2018-11-01 02:43:27,22,22
8614, Bowland Twr (Old Bowland Annexe) , A floor,2018-11-01 02:43:27,0,0
8653, Bowland Twr (Old Bowland Annexe) , B floor,2018-11-01 02:43:27,29,26
8501, Bowland Twr (Old Bowland Annexe) , C floor,2018-11-01 02:43:27,42,42
8602, Bowland Twr (Old Bowland Annexe) , D floor,2018-11-01 02:43:27,6,6
8658, Bowland Twr (Old Bowland Annexe) , D floor flats,2018-11-01 02:43:27,3,3
8664, Bowland Twr (Old Bowland Annexe) , E floor,2018-11-01 02:43:27,3,3
8459, Bowland Twr (Old Bowland Annexe) , F floor,2018-11-01 02:43:27,4,4
8425, Bowland Twr (Old Bowland Annexe) , G floor,2018-11-01 02:43:27,2,2
8662, Bowland Twr (Old Bowland Annexe) , H floor,2018-11-01 02:43:27,4,4
8522, Bowland Twr (Old Bowland Annexe) , J floor,2018-11-01 02:43:27,9,9
8576, Bowland Twr (Old Bowland Annexe) , K floor,2018-11-01 02:43:27,7,7
8638, Bowland Twr (Old Bowland Annexe) , L floor,2018-11-01 02:43:27,10,10
8438, Bowland Twr (Old Bowland Annexe) , M floor,2018-11-01 02:43:27,6,6
8489, Bowland Twr (Old Bowland Annexe) , N floor,2018-11-01 02:43:27,3,3
8548, Bowland Twr (Old Bowland Annexe) , O floor,2018-11-01 02:43:27,5,5
8420, Bowland hall , a floor,2018-11-01 02:43:27,65,65
8559, Bowland hall , b floor,2018-11-01 02:43:27,58,57
8508, Bowland hall , c floor,2018-11-01 02:43:27,67,65
8499, Bowland hall , d floor,2018-11-01 02:43:27,62,59
8433, CETAD , A floor,2018-11-01 02:43:27,1,1
8442, CETAD , B floor,2018-11-01 02:43:27,4,4
8598, Central Workshops , A floor,2018-11-01 02:43:27,21,21
8646, Central Workshops , B floor,2018-11-01 02:43:27,0,0
8541, Chaplaincy Centre , A Floor,2018-11-01 02:43:27,2,2
8610, Chaplaincy Centre , B Floor,2018-11-01 02:43:27,0,0
8496, Charles Carter , A floor,2018-11-01 02:43:27,0,0
8591, Charles Carter , B floor,2018-11-01 02:43:27,0,0
8458, Charles Carter , C floor,2018-11-01 02:43:27,0,0
8463, Charles Carter , D floor,2018-11-01 02:43:27,3,3
8456, Conference Centre , A Floor,2018-11-01 02:43:27,4,4
8491, County , A Floor,2018-11-01 02:43:27,17,17
8418, County , B Floor,2018-11-01 02:43:27,22,21
8500, County , D floor,2018-11-01 02:43:27,63,61
8540, County , E Floor,2018-11-01 02:43:27,15,14
8467, County , c floor,2018-11-01 02:43:27,37,37
8659, County Field , A floor,2018-11-01 02:43:27,28,28
8580, County Field , B floor,2018-11-01 02:43:27,82,80
8516, County Field , C floor,2018-11-01 02:43:27,79,77
8656, County Field , D floor,2018-11-01 02:43:27,100,100
8648, County South/Cartmel , A Floor,2018-11-01 02:43:27,9,9
8543, County South/Cartmel , B Floor,2018-11-01 02:43:27,1,1
8655, County South/Cartmel , C Floor,2018-11-01 02:43:27,3,3
8560, County South/Cartmel , D Floor,2018-11-01 02:43:27,13,13
8596, County South/Cartmel , e floor,2018-11-01 02:43:27,9,9
8629, Energy Centre , A floor,2018-11-01 02:43:27,0,0
8632, Engineering , A floor,2018-11-01 02:43:27,1,1
8431, Engineering , B floor,2018-11-01 02:43:27,1,1
8432, Engineering , C floor,2018-11-01 02:43:27,2,2
8660, Engineering , D floor,2018-11-01 02:43:27,0,0
8645, Engineering , Plant,2018-11-01 02:43:27,0,0
8601, FU Hse 71-74 , A Floor,2018-11-01 02:43:27,49,47
8579, FU Hse 71-74 , B Floor,2018-11-01 02:43:27,71,70
8641, FU Hse 71-74 , C Floor,2018-11-01 02:43:27,68,66
8635, FU Hse 71-74 , D Floor,2018-11-01 02:43:27,95,94
8503, FU Hse 71-74 , E Floor,2018-11-01 02:43:27,64,64
8605, FU Hse 71-74 , F Floor,2018-11-01 02:43:27,32,32
8652, FY Hse 65-70 , A Floor,2018-11-01 02:43:27,65,64
8484, FY Hse 65-70 , B Floor,2018-11-01 02:43:27,101,101
8473, FY Hse 65-70 , C Floor,2018-11-01 02:43:27,73,71
8663, FY Hse 65-70 , D Floor,2018-11-01 02:43:27,109,109
8590, FY Hse 65-70 , E Floor,2018-11-01 02:43:27,68,66
8574, FY Hse 65-70 , F Floor,2018-11-01 02:43:27,40,40
8554, Faraday and cTAP , A floor,2018-11-01 02:43:27,4,4
8578, Faraday and cTAP , B floor,2018-11-01 02:43:27,7,5
8592, Faraday and cTAP , C floor,2018-11-01 02:43:27,5,5
8546, Faraday and cTAP , Plant,2018-11-01 02:43:27,0,0
8519, Field Station , Outside,2018-11-01 02:43:27,0,0
8647, Furness , A Floor,2018-11-01 02:43:27,4,4
8453, Furness , B floor,2018-11-01 02:43:27,3,3
8528, Furness , C floor,2018-11-01 02:43:27,26,24
8594, Furness , D floor,2018-11-01 02:43:27,14,14
8678, Furness , LG Floor,2018-11-01 02:43:27,3,3
8468, Furness outer , A floor,2018-11-01 02:43:27,41,41
8617, Furness outer , B floor,2018-11-01 02:43:27,49,49
8521, Furness outer , C floor,2018-11-01 02:43:27,33,33
8650, Furness outer , D floor,2018-11-01 02:43:27,39,38
8502, Fylde , A Floor,2018-11-01 02:43:27,2,2
8423, Fylde , B Floor,2018-11-01 02:43:27,5,4
8618, Fylde , C Floor,2018-11-01 02:43:27,11,11
8450, Fylde , D Floor,2018-11-01 02:43:27,16,16
8622, Fylde , e floor,2018-11-01 02:43:27,3,3
8616, George Fox , A Floor,2018-11-01 02:43:27,0,0
8513, George Fox , B Floor,2018-11-01 02:43:27,4,4
8527, George Fox , c floor,2018-11-01 02:43:27,44,43
8426, George Fox , d floor,2018-11-01 02:43:27,51,49
8422, Graduate College , A Floor,2018-11-01 02:43:27,95,95
8628, Graduate College , b floor,2018-11-01 02:43:27,164,164
8485, Graduate College , c floor,2018-11-01 02:43:27,155,155
8511, Graduate College , d floor,2018-11-01 02:43:27,72,71
8609, Great Hall , A Floor,2018-11-01 02:43:27,3,3
8506, Great Hall , B Floor,2018-11-01 02:43:27,3,3
8561, Grizedale , A,2018-11-01 02:43:27,1,1
8550, Grizedale , B,2018-11-01 02:43:27,1,1
8669, Hazelrigg , Site,2018-11-01 02:43:27,0,0
8553, Hse 75 77 , A Floor,2018-11-01 02:43:27,30,30
8481, Hse 75 77 , B floor,2018-11-01 02:43:27,41,41
8462, Hse 75 77 , C Floor,2018-11-01 02:43:27,49,49
8611, Hse 75 77 , D Floor,2018-11-01 02:43:27,72,72
8520, Hse 75 77 , E Floor,2018-11-01 02:43:27,61,61
8525, Human Resources , A floor,2018-11-01 02:43:27,0,0
8567, Human Resources , B floor,2018-11-01 02:43:27,1,1
8588, ISS Building , A-floor,2018-11-01 02:43:27,3,3
8538, ISS Building , B-floor,2018-11-01 02:43:27,15,14
8613, ISS Building , C-floor,2018-11-01 02:43:27,5,5
8582, Infolab , A Floor,2018-11-01 02:43:27,1,1
8533, Infolab , B Floor,2018-11-01 02:43:27,8,8
8654, Infolab , C Floor,2018-11-01 02:43:27,6,6
8477, Infolab , D Floor,2018-11-01 02:43:27,5,5
8565, Institute for Advanced Studies , A Floor,2018-11-01 02:43:27,0,0
8562, John Creed , a floor,2018-11-01 02:43:27,36,36
8639, John Creed , b floor,2018-11-01 02:43:27,26,26
8607, John Creed , c floor,2018-11-01 02:43:27,26,26
8443, John Creed , d floor,2018-11-01 02:43:27,22,22
8572, LEC , A Floor,2018-11-01 02:43:27,8,7
8619, LEC , B Floor,2018-11-01 02:43:27,9,9
8498, LEC , C Floor,2018-11-01 02:43:27,4,4
8424, LEC , Lower Ground LG,2018-11-01 02:43:27,1,1
8670, LICA , LICA A floor,2018-11-01 02:43:27,0,0
8549, LICA , b floor,2018-11-01 02:43:27,4,4
8465, LICA , c floor,2018-11-01 02:43:27,0,0
8448, Library , A floor,2018-11-01 02:43:27,5,5
8417, Library , B floor,2018-11-01 02:43:27,4,4
8625, Library , C floor,2018-11-01 02:43:27,2,2
8551, Library , LG floor,2018-11-01 02:43:27,0,0
8457, Lonsdale College (SW) , A Floor,2018-11-01 02:43:27,2,2
8640, Lonsdale College (SW) , B Floor,2018-11-01 02:43:27,0,0
8589, MDC , A Floor,2018-11-01 02:43:27,1,1
8542, Management School , A Floor,2018-11-01 02:43:27,7,7
8623, Management School , B Floor,2018-11-01 02:43:27,1,1
8671, Management School , C Floor,2018-11-01 02:43:27,1,1
8430, Management School , Floor D,2018-11-01 02:43:27,1,1
8471, Pendle , A Floor,2018-11-01 02:43:27,69,64
8593, Pendle , B floor,2018-11-01 02:43:27,94,92
8532, Pendle , C floor,2018-11-01 02:43:27,100,99
8626, Pendle , D floor,2018-11-01 02:43:27,97,94
8539, Physics , A floor,2018-11-01 02:43:27,6,6
8586, Physics , B floor,2018-11-01 02:43:27,6,5
8564, Physics , C Floor,2018-11-01 02:43:27,6,6
8583, Physics , D Floor,2018-11-01 02:43:27,1,1
8479, Postgrad Stats (PSC) , A Floor,2018-11-01 02:43:27,0,0
8636, Postgrad Stats (PSC) , B Floor,2018-11-01 02:43:27,2,2
8480, Preschool , A floor,2018-11-01 02:43:27,30,29
8436, Reception , A floor,2018-11-01 02:43:27,2,2
8547, Reception , B floor,2018-11-01 02:43:27,0,0
8637, Ruskin Library , A Floor,2018-11-01 02:43:27,0,0
8460, Ruskin Library , B floor,2018-11-01 02:43:27,0,0
8490, Ruskin Library , LG Floor,2018-11-01 02:43:27,0,0
8633, SW hse 12-16 , A floor,2018-11-01 02:43:27,51,49
8631, SW hse 12-16 , B floor,2018-11-01 02:43:27,82,82
8507, SW hse 12-16 , C floor,2018-11-01 02:43:27,81,80
8514, SW hse 17-19 , A floor,2018-11-01 02:43:27,36,36
8651, SW hse 17-19 , B floor,2018-11-01 02:43:27,80,79
8487, SW hse 17-19 , C floor,2018-11-01 02:43:27,44,44
8435, SW hse 20 , A floor,2018-11-01 02:43:27,10,10
8634, SW hse 20 , B floor,2018-11-01 02:43:27,16,16
8536, SW hse 20 , C floor,2018-11-01 02:43:27,26,24
8584, SW hse 21-23 , A floor,2018-11-01 02:43:27,43,43
8608, SW hse 21-23 , B floor,2018-11-01 02:43:27,27,27
8504, SW hse 21-23 , C,2018-11-01 02:43:27,23,23
8627, SW hse 21-23 , C,2018-11-01 02:43:27,23,23
8421, SW hse 24-26 , A,2018-11-01 02:43:27,26,26
8451, SW hse 24-26 , B floor,2018-11-01 02:43:27,42,42
8493, SW hse 24-26 , C floor,2018-11-01 02:43:27,46,46
8568, SW hse 24-26 , D Floor,2018-11-01 02:43:27,26,26
8642, SW hse 27-28 , A floor,2018-11-01 02:43:27,25,24
8509, SW hse 27-28 , B floor,2018-11-01 02:43:27,43,43
8581, SW hse 27-28 , C floor,2018-11-01 02:43:27,45,45
8552, SW hse 27-28 , D Floor,2018-11-01 02:43:27,44,44
8544, SW hse 29 , A floor,2018-11-01 02:43:27,20,19
8470, SW hse 29 , B floor,2018-11-01 02:43:27,23,23
8492, SW hse 29 , C floor,2018-11-01 02:43:27,23,23
8524, SW hse 29 , D Floor,2018-11-01 02:43:27,28,25
8472, SW hse 30-31 , A floor,2018-11-01 02:43:27,23,23
8666, SW hse 30-31 , B floor,2018-11-01 02:43:27,43,43
8466, SW hse 30-31 , C floor,2018-11-01 02:43:27,61,59
8585, SW hse 30-31 , D floor,2018-11-01 02:43:27,57,56
8478, SW hse 32-33 , A Floor,2018-11-01 02:43:27,21,21
8452, SW hse 32-33 , B Floor,2018-11-01 02:43:27,39,39
8518, SW hse 32-33 , C Floor,2018-11-01 02:43:27,44,43
8673, SW hse 32-33 , D Floor,2018-11-01 02:43:27,9,9
8621, SW hse 34 , A Floor,2018-11-01 02:43:27,13,13
8530, SW hse 34 , B Floor,2018-11-01 02:43:27,18,18
8597, SW hse 35 , A Floor,2018-11-01 02:43:27,14,14
8569, SW hse 35 , B Floor,2018-11-01 02:43:27,12,12
8515, SW hse 35 , C Floor,2018-11-01 02:43:27,19,19
8571, SW hse 36 , A Floor,2018-11-01 02:43:27,7,7
8661, SW hse 36 , B Floor,2018-11-01 02:43:27,21,21
8604, SW hse 36 , C Floor,2018-11-01 02:43:27,22,21
8526, SW hse 36 , D Floor,2018-11-01 02:43:27,15,15
8677, SW hse 37-38 , A Floor,2018-11-01 02:43:27,14,14
8428, SW hse 37-38 , B Floor,2018-11-01 02:43:27,34,34
8615, SW hse 37-38 , C Floor,2018-11-01 02:43:27,35,35
8439, SW hse 37-38 , D Floor,2018-11-01 02:43:27,32,32
8510, SW hse 39 , A Floor,2018-11-01 02:43:27,15,15
8437, SW hse 39 , B Floor,2018-11-01 02:43:27,15,15
8445, SW hse 39 , C Floor,2018-11-01 02:43:27,25,25
8497, SW hse 39 , D Floor,2018-11-01 02:43:27,16,16
8476, SW hse 40-42 , A Floor,2018-11-01 02:43:27,27,27
8587, SW hse 40-42 , B Floor,2018-11-01 02:43:27,46,46
8488, SW hse 40-42 , C Floor,2018-11-01 02:43:27,70,70
8469, SW hse 40-42 , D Floor,2018-11-01 02:43:27,28,28
8556, SW hse 43-45 , A Floor,2018-11-01 02:43:27,25,24
